img_url,book_title
https://books.toscrape.com/../media/cache/b8/3e/b83e5f1b9c1dcfe0ef05cff4b080e0fa.jpg,On the Road (Duluoz ...
https://books.toscrape.com/../media/cache/7e/94/7e947f3dd04f178175b85123829467a9.jpg,Old Records Never Die: ...
https://books.toscrape.com/../media/cache/03/ed/03ed67ea504353b91b035151d8e80db2.jpg,Off Sides (Off #1)
https://books.toscrape.com/../media/cache/0f/ca/0fca4597765ffacdb7bd529fc5eb88fa.jpg,Of Mice and Men
